frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist,exercise
14:42:22.927431,"[0.5166035890579224, 0.6429930925369263]","[0.5807443857192993, 0.7325493693351746]","[0.5536726117134094, 0.8791857957839966]","[0.5413586497306824, 0.3967245817184448]","[0.5909736156463623, 0.5454442501068115]","[0.5480310916900635, 0.4796438217163086]","[0.4437941312789917, 0.6396474838256836]","[0.3758220374584198, 0.726067304611206]","[0.4010421633720398, 0.8790768980979919]","[0.4251372218132019, 0.3906508982181549]","[0.37425675988197327, 0.5199646949768066]","[0.4005969166755676, 0.49976858496665955]",squat
14:42:22.986397,"[0.5165669918060303, 0.6679068803787231]","[0.5834395885467529, 0.7366477847099304]","[0.5536622405052185, 0.8822807669639587]","[0.5412784218788147, 0.41949206590652466]","[0.5922061204910278, 0.568285346031189]","[0.5506852865219116, 0.5065999627113342]","[0.4439505636692047, 0.6664190888404846]","[0.37456557154655457, 0.7259984612464905]","[0.4009557068347931, 0.8790779113769531]","[0.4249521493911743, 0.4174572825431824]","[0.37110817432403564, 0.5689038634300232]","[0.4010217785835266, 0.5200093388557434]",squat
14:42:23.044359,"[0.5161945223808289, 0.6893935799598694]","[0.5823238492012024, 0.7389809489250183]","[0.5536811947822571, 0.8807865977287292]","[0.5412160754203796, 0.43819206953048706]","[0.5916129946708679, 0.5867975950241089]","[0.5530458688735962, 0.5304566621780396]","[0.44393453001976013, 0.6854339838027954]","[0.37396371364593506, 0.7301145195960999]","[0.40137583017349243, 0.8797228336334229]","[0.4244529604911804, 0.4372006952762604]","[0.37161245942115784, 0.5944606065750122]","[0.399077445268631, 0.5330427289009094]",squat
14:42:23.102391,"[0.515171229839325, 0.7070778012275696]","[0.5831325650215149, 0.7424381971359253]","[0.5536909699440002, 0.8795694708824158]","[0.540801465511322, 0.4542492628097534]","[0.5900655388832092, 0.5967534780502319]","[0.5567528605461121, 0.5503475069999695]","[0.44399943947792053, 0.7055620551109314]","[0.37391480803489685, 0.7324091196060181]","[0.40156230330467224, 0.8799520134925842]","[0.42444273829460144, 0.45022347569465637]","[0.3732554316520691, 0.6024590134620667]","[0.3974243700504303, 0.5492327809333801]",squat
14:42:23.160364,"[0.5151526927947998, 0.72068190574646]","[0.58339524269104, 0.7413167357444763]","[0.5543060898780823, 0.8795614242553711]","[0.5405917763710022, 0.4639500081539154]","[0.5900324583053589, 0.6149012446403503]","[0.5563819408416748, 0.5585958957672119]","[0.4444888234138489, 0.7193372249603271]","[0.37531402707099915, 0.731397807598114]","[0.40148526430130005, 0.8825938105583191]","[0.4242306053638458, 0.4653949737548828]","[0.3733683228492737, 0.6282025575637817]","[0.3949625790119171, 0.5680546164512634]",squat
14:42:23.220025,"[0.51482754945755, 0.7242826819419861]","[0.5847556591033936, 0.7403785586357117]","[0.5546102523803711, 0.8795775175094604]","[0.5388128161430359, 0.467612087726593]","[0.5871283411979675, 0.6094216704368591]","[0.5603522062301636, 0.5705119967460632]","[0.44532325863838196, 0.7245681881904602]","[0.3765174448490143, 0.7313305735588074]","[0.40164652466773987, 0.8822582960128784]","[0.42428261041641235, 0.47251948714256287]","[0.3735530972480774, 0.6384906768798828]","[0.39484307169914246, 0.5759308934211731]",squat
14:42:23.277796,"[0.514119029045105, 0.7255246639251709]","[0.5842715501785278, 0.7381982803344727]","[0.5545873641967773, 0.8805422782897949]","[0.538074791431427, 0.47445017099380493]","[0.586439847946167, 0.6112637519836426]","[0.560283362865448, 0.5718506574630737]","[0.4453284442424774, 0.7254161834716797]","[0.37724170088768005, 0.7302724719047546]","[0.4016648530960083, 0.8823847770690918]","[0.42434489727020264, 0.47466960549354553]","[0.3752495348453522, 0.6251146197319031]","[0.39515092968940735, 0.574895441532135]",squat
14:42:23.336571,"[0.5141457915306091, 0.7253096103668213]","[0.5846254229545593, 0.736833393573761]","[0.5546476244926453, 0.8817542195320129]","[0.5372178554534912, 0.4711800813674927]","[0.5828586220741272, 0.6080884337425232]","[0.5622360110282898, 0.5672214031219482]","[0.44548094272613525, 0.7263017892837524]","[0.37695837020874023, 0.7300786972045898]","[0.40169867873191833, 0.882388710975647]","[0.42442575097084045, 0.4745245575904846]","[0.3800326883792877, 0.6165930032730103]","[0.3955305516719818, 0.5770066380500793]",squat
14:42:23.394780,"[0.514051616191864, 0.7261875867843628]","[0.5843711495399475, 0.736038863658905]","[0.554622232913971, 0.8826024532318115]","[0.5370191931724548, 0.4705866277217865]","[0.5786586999893188, 0.6016976237297058]","[0.5652532577514648, 0.5770925879478455]","[0.4454093873500824, 0.7256038188934326]","[0.3761267066001892, 0.7294973134994507]","[0.4017333388328552, 0.8820138573646545]","[0.4249090552330017, 0.4721141457557678]","[0.3821789026260376, 0.607684314250946]","[0.3955274522304535, 0.5776281952857971]",squat
14:42:23.452483,"[0.5139715671539307, 0.7252498269081116]","[0.5850228071212769, 0.7350717782974243]","[0.5544760227203369, 0.8836060166358948]","[0.5368019938468933, 0.4718344807624817]","[0.5794700384140015, 0.6076545715332031]","[0.5639025568962097, 0.5728622674942017]","[0.4453030526638031, 0.7253860831260681]","[0.37541767954826355, 0.7290355563163757]","[0.40176209807395935, 0.8819485306739807]","[0.42490333318710327, 0.47025901079177856]","[0.38202014565467834, 0.6150287389755249]","[0.3957420885562897, 0.5761526823043823]",squat
14:42:23.511120,"[0.5139833688735962, 0.726318895816803]","[0.5848987698554993, 0.7337967753410339]","[0.554466962814331, 0.8841718435287476]","[0.5366563200950623, 0.4726368188858032]","[0.5798794031143188, 0.6100710034370422]","[0.56406170129776, 0.5731016993522644]","[0.44534119963645935, 0.7268970012664795]","[0.375244677066803, 0.7287085056304932]","[0.40178173780441284, 0.8821372985839844]","[0.4248979389667511, 0.47090402245521545]","[0.3819366693496704, 0.616611659526825]","[0.39578521251678467, 0.5730974078178406]",squat
14:42:23.569625,"[0.5140214562416077, 0.7265652418136597]","[0.5847307443618774, 0.7332987189292908]","[0.5544654726982117, 0.8844265937805176]","[0.5363960862159729, 0.4722142815589905]","[0.5799696445465088, 0.6136570572853088]","[0.5636589527130127, 0.5706122517585754]","[0.44542205333709717, 0.7266055941581726]","[0.3751269578933716, 0.7285054326057434]","[0.40193578600883484, 0.8820565938949585]","[0.4250245988368988, 0.47029387950897217]","[0.38168832659721375, 0.6211729645729065]","[0.39574134349823, 0.5718363523483276]",squat
14:42:23.628265,"[0.5140372514724731, 0.7276583313941956]","[0.584595263004303, 0.7330179810523987]","[0.5541635155677795, 0.8846324682235718]","[0.5363091230392456, 0.47342073917388916]","[0.5802652835845947, 0.6104592680931091]","[0.5633760690689087, 0.5738587379455566]","[0.4454917013645172, 0.7281120419502258]","[0.3749433159828186, 0.728764533996582]","[0.4022082984447479, 0.8814218044281006]","[0.4250367283821106, 0.4755491018295288]","[0.38186803460121155, 0.6179487705230713]","[0.3956926465034485, 0.5735811591148376]",squat
14:42:23.684818,"[0.5140452980995178, 0.7283480167388916]","[0.5844990015029907, 0.7328221201896667]","[0.5541669726371765, 0.8846273422241211]","[0.5363441705703735, 0.47597888112068176]","[0.580494225025177, 0.6130236387252808]","[0.5632644295692444, 0.5725107192993164]","[0.44549134373664856, 0.7292622327804565]","[0.37488842010498047, 0.72874915599823]","[0.4024967849254608, 0.8804571628570557]","[0.4249515235424042, 0.4787929952144623]","[0.3814932405948639, 0.6252917647361755]","[0.39571285247802734, 0.5741806626319885]",squat
14:42:23.743380,"[0.5140451788902283, 0.7304309606552124]","[0.5844156742095947, 0.7332010865211487]","[0.5541660785675049, 0.8851277232170105]","[0.5364020466804504, 0.47891518473625183]","[0.5805667042732239, 0.6146981120109558]","[0.5631519556045532, 0.5719053149223328]","[0.4454907774925232, 0.7310277223587036]","[0.3749935030937195, 0.7286635637283325]","[0.40250736474990845, 0.880612850189209]","[0.4249284565448761, 0.4801881015300751]","[0.38172444701194763, 0.6257617473602295]","[0.3963627219200134, 0.5776910185813904]",squat
14:42:23.801327,"[0.5141069293022156, 0.7326726913452148]","[0.5844314694404602, 0.733177125453949]","[0.5541631579399109, 0.8851163983345032]","[0.5365525484085083, 0.4799957275390625]","[0.5817357301712036, 0.6204150915145874]","[0.5629189610481262, 0.5720189809799194]","[0.4456097483634949, 0.7329276204109192]","[0.37506720423698425, 0.7285969257354736]","[0.40260082483291626, 0.8806299567222595]","[0.42491692304611206, 0.4818468391895294]","[0.38113537430763245, 0.633733868598938]","[0.3960873782634735, 0.5810469388961792]",squat
14:42:23.859658,"[0.5145788788795471, 0.7309384346008301]","[0.5848062038421631, 0.7348104119300842]","[0.5541512966156006, 0.8849581480026245]","[0.5365555882453918, 0.4780736267566681]","[0.5817378163337708, 0.6162915229797363]","[0.5643979907035828, 0.5752447247505188]","[0.44595590233802795, 0.7311251163482666]","[0.3747873306274414, 0.7295594811439514]","[0.40264517068862915, 0.8815223574638367]","[0.42562466859817505, 0.47842276096343994]","[0.38350871205329895, 0.6274535059928894]","[0.39598479866981506, 0.5778948068618774]",squat
14:42:23.917360,"[0.515141487121582, 0.7302151322364807]","[0.5847975611686707, 0.7349274158477783]","[0.5541490912437439, 0.8849403858184814]","[0.5366173386573792, 0.47560977935791016]","[0.58261638879776, 0.6151700615882874]","[0.5635888576507568, 0.5728328227996826]","[0.44661083817481995, 0.730010449886322]","[0.3748260736465454, 0.7313251495361328]","[0.4026547372341156, 0.8815986514091492]","[0.42580661177635193, 0.4773509204387665]","[0.38338881731033325, 0.6267629861831665]","[0.3947673738002777, 0.5768799781799316]",squat
14:42:23.976232,"[0.5161157846450806, 0.7300354838371277]","[0.584782600402832, 0.7375373840332031]","[0.5541297793388367, 0.8847828507423401]","[0.5367318391799927, 0.47486966848373413]","[0.5859649181365967, 0.6135543584823608]","[0.5621072053909302, 0.5667885541915894]","[0.44695308804512024, 0.7281938791275024]","[0.3748874366283417, 0.7319248914718628]","[0.40266579389572144, 0.881422221660614]","[0.4258362352848053, 0.4757936894893646]","[0.3815268278121948, 0.6268894672393799]","[0.3935137093067169, 0.5758246779441833]",squat
14:42:24.034966,"[0.5168148875236511, 0.7166941165924072]","[0.5847219228744507, 0.7417076230049133]","[0.5539420247077942, 0.8835635781288147]","[0.5376061201095581, 0.46544480323791504]","[0.5869808793067932, 0.6100318431854248]","[0.5571295619010925, 0.5522699952125549]","[0.44714459776878357, 0.7137166857719421]","[0.3749724328517914, 0.7342402338981628]","[0.4026740491390228, 0.8806143999099731]","[0.42537516355514526, 0.46872806549072266]","[0.3807286024093628, 0.6253112554550171]","[0.3937213718891144, 0.5712399482727051]",squat
14:42:24.093466,"[0.5168072581291199, 0.6934919953346252]","[0.5852059721946716, 0.7462520003318787]","[0.5538341403007507, 0.8827964067459106]","[0.5382446050643921, 0.4472559690475464]","[0.5905935764312744, 0.5919336676597595]","[0.5573595762252808, 0.5290746092796326]","[0.44634273648262024, 0.6934012770652771]","[0.37510496377944946, 0.7372340559959412]","[0.40260156989097595, 0.8801725506782532]","[0.4250459671020508, 0.44698193669319153]","[0.38053399324417114, 0.5953584313392639]","[0.3955635130405426, 0.5489777326583862]",squat
14:42:24.152244,"[0.5168724656105042, 0.6647672653198242]","[0.5851781964302063, 0.7468345165252686]","[0.5538193583488464, 0.8818416595458984]","[0.5384178757667542, 0.4187299907207489]","[0.590111494064331, 0.5649136900901794]","[0.556011974811554, 0.49533528089523315]","[0.44551438093185425, 0.6678895354270935]","[0.3752724230289459, 0.7391929030418396]","[0.402350515127182, 0.880671501159668]","[0.42455437779426575, 0.41253960132598877]","[0.38038957118988037, 0.5581189393997192]","[0.3969920873641968, 0.5309088230133057]",squat
14:42:24.211979,"[0.5173414945602417, 0.6393766403198242]","[0.5853012204170227, 0.74620121717453]","[0.5538456439971924, 0.8834824562072754]","[0.5388186573982239, 0.3904058337211609]","[0.5898001194000244, 0.5317648649215698]","[0.5559824705123901, 0.46244269609451294]","[0.44494497776031494, 0.6420407891273499]","[0.3758932948112488, 0.7391332387924194]","[0.4022689759731293, 0.8810954689979553]","[0.4241143763065338, 0.384386271238327]","[0.38040921092033386, 0.5226439833641052]","[0.4015819728374481, 0.4881236255168915]",squat
14:42:24.271728,"[0.5184576511383057, 0.6119850277900696]","[0.5853517055511475, 0.7451890110969543]","[0.5538244843482971, 0.8824033737182617]","[0.5381998419761658, 0.3416721224784851]","[0.5866063237190247, 0.4775199592113495]","[0.5557141900062561, 0.4321591854095459]","[0.44498834013938904, 0.6149001121520996]","[0.3766896426677704, 0.7373595833778381]","[0.40236884355545044, 0.8811492919921875]","[0.42379239201545715, 0.34934258460998535]","[0.3804060220718384, 0.48098352551460266]","[0.39931347966194153, 0.453651487827301]",squat
14:42:24.330665,"[0.5193626880645752, 0.582537829875946]","[0.5836419463157654, 0.7363019585609436]","[0.5535736680030823, 0.8813220262527466]","[0.5381984710693359, 0.30741366744041443]","[0.5882632732391357, 0.4444919228553772]","[0.5554778575897217, 0.38921767473220825]","[0.44500625133514404, 0.5839881896972656]","[0.3784243166446686, 0.7310931086540222]","[0.4023571014404297, 0.8808025121688843]","[0.4229840636253357, 0.30657705664634705]","[0.38034021854400635, 0.4474005103111267]","[0.39983516931533813, 0.4035903215408325]",squat
14:42:24.390145,"[0.5194282531738281, 0.5499784350395203]","[0.5808712840080261, 0.7248526811599731]","[0.5535755753517151, 0.8814253807067871]","[0.5380216240882874, 0.2598579525947571]","[0.589900553226471, 0.403829962015152]","[0.5532290935516357, 0.34403473138809204]","[0.4450225830078125, 0.5500407814979553]","[0.38166502118110657, 0.7178070545196533]","[0.4015493392944336, 0.8791746497154236]","[0.42300012707710266, 0.26247334480285645]","[0.37933382391929626, 0.40579965710639954]","[0.39970412850379944, 0.33838510513305664]",squat
14:42:24.449606,"[0.5193701386451721, 0.5162606835365295]","[0.5787445306777954, 0.7092413902282715]","[0.5538336634635925, 0.8822256922721863]","[0.5373390316963196, 0.22233474254608154]","[0.5906297564506531, 0.3649052679538727]","[0.5535097718238831, 0.28722625970840454]","[0.44503745436668396, 0.5181739926338196]","[0.3848608136177063, 0.7102624177932739]","[0.4015640318393707, 0.879488468170166]","[0.422598659992218, 0.22079147398471832]","[0.37601327896118164, 0.3648951053619385]","[0.39591386914253235, 0.3059743046760559]",squat
14:42:24.507981,"[0.5193279385566711, 0.4768237769603729]","[0.5734695792198181, 0.6950714588165283]","[0.5541111826896667, 0.882466733455658]","[0.5356394648551941, 0.1705673784017563]","[0.5882034301757812, 0.305609792470932]","[0.5548352003097534, 0.2485194206237793]","[0.4450928568840027, 0.4805792272090912]","[0.393528550863266, 0.6973690986633301]","[0.40155747532844543, 0.8794271349906921]","[0.4217703640460968, 0.17064571380615234]","[0.37622585892677307, 0.3063087463378906]","[0.39580830931663513, 0.2484017014503479]",squat
